Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status,Day of Departure,Time of Departure,WeatherDelay,NASDelay,SecurityDelay,CarrierDelay,ArrivalDelay,DepartureDelay,Year,Month,DepartureHour,Route,IsDelayed,IsCancelled
dWTfXI,Alonso,Cardenosa,Male,58,Peru,Spichenkovo Airport,RU,Russian Federation,EU,Europe,2022-01-29,NOZ,Antoine Towsie,On Time,Wednesday,2026-03-13 13:44:14,36,83,93,5,8,6,2022,1,13,Spichenkovo Airport - NOZ,0,0
rQyvgk,Kayne,Kilpatrick,Male,68,Iran,Clinton Regional Airport,US,United States,NAM,North America,2022-04-08,CLK,Braden O'Scannill,Cancelled,Wednesday,2026-03-13 09:21:49,1,12,6,78,100,95,2022,4,9,Clinton Regional Airport - CLK,0,1
rQMML7,Thatcher,Oldland,Male,26,Indonesia,Zonalnoye Airport,RU,Russian Federation,AS,Asia,2022-04-25,ZZO,Brien Calcraft,Delayed,Thursday,2026-03-13 16:21:00,102,145,32,20,34,30,2022,4,16,Zonalnoye Airport - ZZO,1,0
iHLPxB,Sara,Arrigucci,Female,87,Argentina,Bella Yella Airport,LR,Liberia,AF,Africa,2022-10-05,BYL,Rutter Renoden,Cancelled,Thursday,2026-03-13 21:08:59,1,51,110,56,77,73,2022,10,21,Bella Yella Airport - BYL,0,1
Zd3YbV,Guglielmo,Lerer,Male,26,Colombia,Ibo Airport,MZ,Mozambique,AF,Africa,2022-07-27,IBO,Whit Neem,On Time,Thursday,2026-03-13 08:08:03,2,92,110,29,48,44,2022,7,8,Ibo Airport - IBO,0,0
8PN0cY,Madge,Onge,Female,16,Russia,Moreton Airport,AU,Australia,OC,Oceania,2022-12-08,MET,Hamlin Darker,Cancelled,Friday,2026-03-13 23:47:47,3,14,33,67,90,85,2022,12,23,Moreton Airport - MET,0,1
kfWVjT,Lynn,Hassard,Male,19,Thailand,Ruby Airport,US,United States,NAM,North America,2022-12-23,RBY,Ali Birchner,On Time,Friday,2026-03-13 02:46:19,87,132,41,11,19,16,2022,12,2,Ruby Airport - RBY,0,0
dMAKbW,Shoshanna,Kamiyama,Female,67,Portugal,Graciosa Airport,PT,Portugal,EU,Europe,2022-11-09,GRW,Davin Gedling,On Time,Saturday,2026-03-13 14:15:20,12,78,95,84,105,100,2022,11,14,Graciosa Airport - GRW,0,0
nHsxnB,Kenn,Sheber,Male,68,Libya,Whitsunday Island Airport,AU,Australia,OC,Oceania,2022-10-21,WSY,Svend Grishkov,On Time,Saturday,2026-03-13 03:06:24,4,23,18,23,45,38,2022,10,3,Whitsunday Island Airport - WSY,0,0
br8MUU,Garrek,Brookton,Male,16,Thailand,Coleman Municipal Airport,US,United States,NAM,North America,2022-04-26,COM,Daryl Postins,On Time,Monday,2026-03-13 13:39:29,65,141,60,12,30,27,2022,4,13,Coleman Municipal Airport - COM,0,0
mu9yyW,Angy,Buckett,Female,33,Indonesia,Jutigalpa airport,HN,Honduras,NAM,North America,2022-10-21,JUT,Sibylla Twidell,Cancelled,Tuesday,2026-03-13 04:57:04,23,54,77,45,60,55,2022,10,4,Jutigalpa airport - JUT,0,1
T06PKp,Gabey,Rushbrooke,Female,8,France,Chuuk International Airport,FM,"Micronesia, Federated States of",OC,Oceania,2022-09-11,TKK,Hyacintha Pohlke,Delayed,Wednesday,2026-03-13 02:19:27,91,110,34,8,18,12,2022,9,2,Chuuk International Airport - TKK,1,0
vrVOYZ,Fifine,Rillstone,Female,56,United States,Lekhwair Airport,OM,Oman,AS,Asia,2022-02-21,LKW,Binny Girogetti,Cancelled,Thursday,2026-03-13 00:29:30,8,17,92,67,80,75,2022,2,0,Lekhwair Airport - LKW,0,1
QC47zs,Drusy,Coulthard,Female,69,Kiribati,Ramstein Air Base,DE,Germany,EU,Europe,2022-02-21,RMS,Ferdinand Jozaitis,On Time,Friday,2026-03-13 06:10:51,44,73,55,34,50,46,2022,2,6,Ramstein Air Base - RMS,0,0
5g8BAs,Georgetta,Mayor,Female,53,Japan,Takhli Airport,TH,Thailand,AS,Asia,2022-06-15,TKH,Karie Caveill,Cancelled,Saturday,2026-03-13 16:26:46,39,126,21,5,10,8,2022,6,16,Takhli Airport - TKH,0,1
SWE5vv,Cassie,Echelle,Female,13,China,Carson Airport,US,United States,NAM,North America,2022-06-10,CSN,Anthe Bulluck,On Time,Saturday,2026-03-13 05:33:07,72,88,64,90,110,105,2022,6,5,Carson Airport - CSN,0,0
FqvaIS,Fonz,Bonafant,Male,75,Poland,Cincinnati Municipal Airport Lunken Field,US,United States,NAM,North America,2022-03-16,LUK,Rich Springtorpe,On Time,Monday,2026-03-13 11:26:01,5,34,11,14,25,20,2022,3,11,Cincinnati Municipal Airport Lunken Field - LUK,0,0
1SynDR,Tomasine,Diehn,Female,51,China,Masalembo Airport,ID,Indonesia,AS,Asia,2022-06-16,MSI,Giana Kuhlmey,Delayed,Tuesday,2026-03-13 14:05:21,63,97,45,39,55,50,2022,6,14,Masalembo Airport - MSI,1,0
UPOYUF,Sawyere,Danis,Male,26,South Africa,Bartica A Airport,GY,Guyana,SAM,South America,2022-06-21,GFO,Corissa Spoole,Cancelled,Sunday,2026-03-13 03:37:35,18,66,83,72,95,88,2022,6,3,Bartica A Airport - GFO,0,1
y69fwq,Ellery,Walthew,Male,66,France,Cartierville Airport,CA,Canada,NAM,North America,2022-08-15,YCV,Tito Wemyss,Cancelled,Monday,2026-03-13 09:04:33,101,142,29,18,40,35,2022,8,9,Cartierville Airport - YCV,0,1
SOOBwa,Hirsch,Flook,Male,89,Indonesia,Portland International Airport,US,United States,NAM,North America,2022-06-30,PDX,Theodosia Hopkyns,On Time,Monday,2026-03-13 04:29:20,27,51,74,6,12,10,2022,6,4,Portland International Airport - PDX,0,0
cnm2hX,Katti,Gotts,Female,51,Ukraine,Estevan Airport,CA,Canada,NAM,North America,2022-01-17,YEN,Diahann Flitcroft,On Time,Monday,2026-03-13 02:45:59,9,19,63,55,70,64,2022,1,2,Estevan Airport - YEN,0,0
tjt1eg,Henry,Goodluck,Male,35,Ethiopia,Kamusi Airport,PG,Papua New Guinea,OC,Oceania,2022-04-05,KUY,Chrissie Petrakov,Cancelled,Tuesday,2026-03-13 07:49:11,54,104,37,28,48,44,2022,4,7,Kamusi Airport - KUY,0,1
z37vM5,Ettore,Housiaux,Male,20,Mongolia,Zweibrücken Airport,DE,Germany,EU,Europe,2022-05-01,ZQW,Tierney Hedau,Delayed,Wednesday,2026-03-13 14:45:57,33,82,90,41,63,58,2022,5,14,Zweibrücken Airport - ZQW,1,0
OhqVot,Chaim,Carvill,Male,19,Philippines,Bismarck Municipal Airport,US,United States,NAM,North America,2022-12-05,BIS,Veradis Afield,Delayed,Wednesday,2026-03-13 04:31:27,70,121,48,3,7,5,2022,12,4,Bismarck Municipal Airport - BIS,1,0
TmNqRp,Ulric,Suffield,Male,85,Greece,Iffley Airport,AU,Australia,OC,Oceania,2022-04-04,IFF,Carlye Jorczyk,On Time,Wednesday,2026-03-13 17:14:51,2,11,7,60,82,79,2022,4,17,Iffley Airport - IFF,0,0
AOokW1,Jamill,Wadhams,Male,57,Indonesia,Mejit Atoll Airport,MH,Marshall Islands,OC,Oceania,2022-01-13,MJB,Currie Maker,Delayed,Wednesday,2026-03-13 11:03:10,46,92,53,21,37,33,2022,1,11,Mejit Atoll Airport - MJB,1,0
lADxOm,Brandais,Maccaig,Female,37,Indonesia,Sodankyla Airport,FI,Finland,EU,Europe,2022-03-27,SOT,Arda Kellaway,On Time,Thursday,2026-03-13 17:26:19,77,136,25,47,69,65,2022,3,17,Sodankyla Airport - SOT,0,0
BuaZDb,Jessamyn,Dulin,Female,12,China,Hudiksvall Airport,SE,Sweden,EU,Europe,2022-10-16,HUV,Kennett Greet,Delayed,Saturday,2026-03-13 05:06:44,14,57,69,10,22,18,2022,10,5,Hudiksvall Airport - HUV,1,0
0EVIhv,Lief,Messingham,Male,82,Ukraine,Great Harbour Cay Airport,BS,Bahamas,NAM,North America,2022-11-21,GHC,Barbey Fillingham,On Time,Sunday,2026-03-13 13:15:11,6,28,80,83,104,98,2022,11,13,Great Harbour Cay Airport - GHC,0,0
jAunaR,Nicol,Levane,Male,47,Norway,Stanthorpe Airport,AU,Australia,OC,Oceania,2022-09-24,SNH,Kerwin Kops,Delayed,Monday,2026-03-13 20:25:07,59,118,36,26,44,40,2022,9,20,Stanthorpe Airport - SNH,1,0
sw7Auq,Ebba,Thursby,Female,90,Argentina,Tippi Airport,ET,Ethiopia,AF,Africa,2022-06-23,TIE,Vaughn Hele,Delayed,Monday,2026-03-13 17:42:21,21,75,94,36,58,54,2022,6,17,Tippi Airport - TIE,1,0
ZUgdBI,Erl,Engeham,Male,70,Brazil,Ruston Regional Airport,US,United States,NAM,North America,2022-05-04,RSN,Ettore Giacometti,Delayed,Tuesday,2026-03-13 00:29:39,83,129,52,15,28,24,2022,5,0,Ruston Regional Airport - RSN,1,0
TVhX7L,Roma,Lux,Male,56,Tanzania,Port Williams Seaplane Base,US,United States,NAM,North America,2022-05-17,KPR,Prissie Giercke,Cancelled,Wednesday,2026-03-13 07:21:25,35,64,20,69,90,86,2022,5,7,Port Williams Seaplane Base - KPR,0,1
GmaPJu,Ebony,Perfitt,Female,16,Japan,Grajaú Airport,BR,Brazil,SAM,South America,2022-04-15,0,Kristy Maundrell,Delayed,Thursday,2026-03-13 10:47:58,96,140,47,31,52,49,2022,4,10,Grajaú Airport - 0,1,0
87xwXL,Minda,Skurray,Female,56,Norway,Sharana Airstrip,AF,Afghanistan,AS,Asia,2022-06-04,OAS,Randie Sycamore,Cancelled,Thursday,2026-03-13 06:34:10,11,43,61,52,73,70,2022,6,6,Sharana Airstrip - OAS,0,1
WvxlHQ,Wynny,Foystone,Female,30,Russia,RAF Benson,GB,United Kingdom,EU,Europe,2022-01-26,BEX,Carlee Curling,Delayed,Thursday,2026-03-13 03:49:41,24,71,88,7,14,11,2022,1,3,RAF Benson - BEX,1,0
SQMMmz,Orville,Karolowski,Male,64,Argentina,Nadzab Airport,PG,Papua New Guinea,OC,Oceania,2022-11-29,LAE,Lettie Blowin,Delayed,Friday,2026-03-13 18:59:01,68,107,30,95,120,115,2022,11,18,Nadzab Airport - LAE,1,0
2ROpnA,Jordon,Sallowaye,Male,43,Sri Lanka,Aneityum Airport,VU,Vanuatu,OC,Oceania,2022-09-30,AUY,Thaxter Farrin,Cancelled,Friday,2026-03-13 10:47:30,41,95,72,17,33,29,2022,9,10,Aneityum Airport - AUY,0,1
GTEwgZ,Bartolemo,McGowran,Male,29,Indonesia,John H Batten Airport,US,United States,NAM,North America,2022-08-29,RAC,Fabien Whitrod,Cancelled,Friday,2026-03-13 20:58:37,3,15,12,63,85,80,2022,8,20,John H Batten Airport - RAC,0,1
8fXFOv,Haze,Shapiro,Male,12,Philippines,Henderson Field,UM,United States Minor Outlying Islands,OC,Oceania,2022-06-02,MDY,Allx Greaves,Cancelled,Friday,2026-03-13 08:33:57,52,113,56,24,42,39,2022,6,8,Henderson Field - MDY,0,1
CKY3LG,Damaris,Lavens,Female,73,Portugal,Alfredo Vásquez Cobo International Airport,CO,Colombia,SAM,South America,2022-12-07,LET,Ynez Farnall,On Time,Saturday,2026-03-13 21:15:50,88,134,40,44,66,60,2022,12,21,Alfredo Vásquez Cobo International Airport - LET,0,0
RpGuw1,Yevette,Coare,Female,74,Madagascar,Massawa International Airport,ER,Eritrea,AF,Africa,2022-08-23,MSW,Moishe Alderman,On Time,Saturday,2026-03-13 09:22:22,16,49,79,11,21,17,2022,8,9,Massawa International Airport - MSW,0,0
H98JY9,Godfry,Russell,Male,59,Indonesia,Beira Airport,MZ,Mozambique,AF,Africa,2022-09-19,BEW,Felic Screech,Cancelled,Saturday,2026-03-13 09:34:57,73,120,33,74,96,92,2022,9,9,Beira Airport - BEW,0,1
qJsplM,Branden,Froom,Male,79,China,Kon Airport,TL,Timor-Leste,AS,Asia,2022-10-06,KCI,Lurlene Rustadge,Delayed,Sunday,2026-03-13 23:10:34,28,62,85,29,47,43,2022,10,23,Kon Airport - KCI,1,0
iZGWRN,Hildegaard,Grimsdike,Female,46,Russia,Biaugunu Airport,FJ,Fiji,OC,Oceania,2022-03-14,AQS,Sylvan Ghidelli,Delayed,Sunday,2026-03-13 16:50:28,7,22,9,38,59,56,2022,3,16,Biaugunu Airport - AQS,1,0
lFUwoO,Neall,Beccero,Male,51,Greece,Wrotham Park Airport,AU,Australia,OC,Oceania,2022-02-24,WPK,Nolly Bleasdale,Cancelled,Sunday,2026-03-13 01:36:06,61,102,50,13,26,23,2022,2,1,Wrotham Park Airport - WPK,0,1
qhReUl,Harriett,Nore,Female,53,Japan,Harriet Alexander Field,US,United States,NAM,North America,2022-12-17,SLT,Kerr Scandrick,Delayed,Monday,2026-03-13 07:44:01,94,139,24,57,78,74,2022,12,7,Harriet Alexander Field - SLT,1,0
cLidBB,Winny,Delgadillo,Male,24,Peru,Ubari Airport,LY,Libya,AF,Africa,2022-05-25,QUB,Larissa Normanvell,Cancelled,Wednesday,2026-03-13 05:27:19,37,84,67,32,53,48,2022,5,5,Ubari Airport - QUB,0,1
aqptBF,Hasheem,Mabee,Male,90,Indonesia,CFB Cold Lake,CA,Canada,NAM,North America,2022-04-28,YOD,Duncan Dulwich,On Time,Thursday,2026-03-13 12:58:10,19,53,91,48,71,68,2022,4,12,CFB Cold Lake - YOD,0,0
RIc3Cc,Germana,McAllan,Female,70,Ecuador,Tibú Airport,CO,Colombia,SAM,South America,2022-07-09,TIB,Anabella Havelin,Cancelled,Friday,2026-03-13 03:29:14,80,128,46,9,16,13,2022,7,3,Tibú Airport - TIB,0,1
doAYCq,Reuven,Kilpin,Male,30,China,Chachoán Airport,EC,Ecuador,SAM,South America,2022-06-11,ATF,Jessie Burchett,Cancelled,Friday,2026-03-13 09:57:34,25,69,76,88,108,102,2022,6,9,Chachoán Airport - ATF,0,1
YSBsxJ,Leann,Pyrke,Female,34,Namibia,EMBRAER - Unidade Gavião Peixoto Airport,BR,Brazil,SAM,South America,2022-10-07,0,Donnie Bubear,Cancelled,Friday,2026-03-13 02:05:43,58,116,31,20,35,31,2022,10,2,EMBRAER - Unidade Gavião Peixoto Airport - 0,0,1
1ENOOh,Rossy,Frewer,Male,17,Ukraine,Manitoulin East Municipal Airport,CA,Canada,NAM,North America,2022-04-03,YEM,Markus Tilney,Delayed,Saturday,2026-03-13 04:07:25,42,90,58,62,84,79,2022,4,4,Manitoulin East Municipal Airport - YEM,1,0
KMY9ZT,Ernesto,Fort,Male,46,Philippines,Syukuran Aminuddin Amir Airport,ID,Indonesia,AS,Asia,2022-06-09,LUW,Samantha Flanders,On Time,Saturday,2026-03-13 17:15:42,10,36,14,27,46,41,2022,6,17,Syukuran Aminuddin Amir Airport - LUW,0,0
zYXKEs,Chloris,Frankiewicz,Female,56,Argentina,"Châteauroux-Déols ""Marcel Dassault"" Airport",FR,France,EU,Europe,2022-01-13,CHR,Howie Feyer,On Time,Saturday,2026-03-13 21:06:05,66,111,70,50,72,69,2022,1,21,"Châteauroux-Déols ""Marcel Dassault"" Airport - CHR",0,0
uMHDmC,Leonore,Ruvel,Female,14,South Africa,Smara Airport,EH,Western Sahara,AF,Africa,2022-12-19,SMW,Russell Bispham,Delayed,Monday,2026-03-13 00:52:53,31,74,87,16,29,25,2022,12,0,Smara Airport - SMW,1,0
wGyb0B,Quintus,Curnok,Male,90,Indonesia,Busselton Regional Airport,AU,Australia,OC,Oceania,2022-11-20,BQB,Philomena Skunes,On Time,Monday,2026-03-13 12:35:17,97,143,28,70,93,89,2022,11,12,Busselton Regional Airport - BQB,0,0
wrrGsq,Alva,Sellen,Male,51,Indonesia,Namsos Høknesøra Airport,NO,Norway,EU,Europe,2022-01-04,OSY,Modesta Picknett,Delayed,Monday,2026-03-13 02:15:56,20,60,81,33,54,50,2022,1,2,Namsos Høknesøra Airport - OSY,1,0
3i0lfs,Jorey,Winslett,Female,73,Malaysia,Michigan City Municipal Airport,US,United States,NAM,North America,2022-11-05,MGC,Moselle Ganforthe,On Time,Monday,2026-03-13 10:58:26,75,125,35,42,64,61,2022,11,10,Michigan City Municipal Airport - MGC,0,0
6lAWZM,Lenka,Dunbar,Female,11,China,Lord Howe Island Airport,AU,Australia,OC,Oceania,2022-02-19,LDH,Daren Heed,Delayed,Tuesday,2026-03-13 08:36:52,13,48,62,4,9,7,2022,2,8,Lord Howe Island Airport - LDH,1,0
LMErLs,Benton,Sinott,Male,66,Guatemala,Dedougou Airport,BF,Burkina Faso,AF,Africa,2022-04-11,DGU,Erie Wellwood,On Time,Thursday,2026-03-13 23:13:00,84,131,44,77,99,95,2022,4,23,Dedougou Airport - DGU,0,0
A9753n,Selig,Mathwen,Male,85,Belarus,Melbourne Essendon Airport,AU,Australia,OC,Oceania,2022-08-11,MEB,Cornela Guihen,On Time,Thursday,2026-03-13 05:37:36,36,83,93,22,38,34,2022,8,5,Melbourne Essendon Airport - MEB,0,0
XS96Qs,Rosemarie,Burleigh,Female,9,Poland,Glasgow Municipal Airport,US,United States,NAM,North America,2022-05-05,GLW,Ellis Gianelli,On Time,Friday,2026-03-13 19:25:51,1,12,6,53,75,71,2022,5,19,Glasgow Municipal Airport - GLW,0,0
M2lkMI,Bel,Muncer,Female,12,Indonesia,Manitouwadge Airport,CA,Canada,NAM,North America,2022-09-08,YMG,Iggy Clamp,On Time,Friday,2026-03-13 00:44:24,49,100,57,30,49,45,2022,9,0,Manitouwadge Airport - YMG,0,0
uVKg9U,Rock,Champkins,Male,15,Colombia,Chinggis Khaan International Airport,MN,Mongolia,AS,Asia,2022-10-17,ULN,Babbette Clendening,Delayed,Friday,2026-03-13 22:59:39,92,137,26,64,86,82,2022,10,22,Chinggis Khaan International Airport - ULN,1,0
FRMBOa,Lothario,Ettles,Male,16,Estonia,Ceres Airport,BR,Brazil,SAM,South America,2022-11-22,0,Bernice Stobbart,On Time,Friday,2026-03-13 17:56:42,17,55,73,19,34,30,2022,11,17,Ceres Airport - 0,0,0
MMxtvA,Lazarus,Brimley,Male,70,Myanmar,Greater Kankakee Airport,US,United States,NAM,North America,2022-01-17,IKK,Mildred Elmar,On Time,Saturday,2026-03-13 04:21:49,64,108,39,46,68,63,2022,1,4,Greater Kankakee Airport - IKK,0,0
ejdU1j,Vinny,Ipwell,Male,44,Kazakhstan,Kerema Airport,PG,Papua New Guinea,OC,Oceania,2022-01-12,KMA,Alexandrina Micklewicz,On Time,Sunday,2026-03-13 14:37:56,29,67,82,23,45,38,2022,1,14,Kerema Airport - KMA,0,0
Ir6PtC,Britta,Wavish,Female,42,Nicaragua,Tofino Harbour Seaplane Base,CA,Canada,NAM,North America,2022-04-30,YTP,Concordia Haugeh,Cancelled,Monday,2026-03-13 11:22:12,6,21,15,12,30,27,2022,4,11,Tofino Harbour Seaplane Base - YTP,0,1
lnNS9f,Andris,Overstone,Male,49,Philippines,Cincinnati Northern Kentucky International Airport,US,United States,NAM,North America,2022-06-18,CVG,Gibby O' Flaherty,On Time,Monday,2026-03-13 03:40:18,57,114,54,45,60,55,2022,6,3,Cincinnati Northern Kentucky International Airport - CVG,0,0
Cm3s9A,Abagail,Patman,Female,42,Indonesia,Læsø Airport,DK,Denmark,EU,Europe,2022-12-15,BYR,Dane Suston,On Time,Monday,2026-03-13 00:06:39,81,127,42,8,18,12,2022,12,0,Læsø Airport - BYR,0,0
L3P8Qb,Nancy,Mountfort,Female,79,Serbia,Sedalia Memorial Airport,US,United States,NAM,North America,2022-04-28,DMO,Moses Campes,On Time,Tuesday,2026-03-13 09:08:29,34,79,96,67,80,75,2022,4,9,Sedalia Memorial Airport - DMO,0,0
avEBse,Josselyn,Lomb,Female,85,China,Rajiv Gandhi International Airport,IN,India,AS,Asia,2022-11-07,HYD,Opalina Barnicott,Cancelled,Wednesday,2026-03-13 07:25:30,22,63,68,34,50,46,2022,11,7,Rajiv Gandhi International Airport - HYD,0,1
dXS74l,Joell,Winchurch,Female,17,China,Thumrait Air Base,OM,Oman,AS,Asia,2022-03-01,TTH,Eleen Playhill,Cancelled,Wednesday,2026-03-13 10:53:54,90,135,27,5,10,8,2022,3,10,Thumrait Air Base - TTH,0,1
gCLNCJ,Salvador,Labbati,Male,25,China,Zhongwei Shapotou Airport,CN,China,AS,Asia,2022-12-05,ZHY,Charmain Hazeltine,Cancelled,Wednesday,2026-03-13 02:10:58,40,91,59,90,110,105,2022,12,2,Zhongwei Shapotou Airport - ZHY,0,1
yg0qLt,Waylen,Mushett,Male,68,Nigeria,Muskrat Dam Airport,CA,Canada,NAM,North America,2022-09-10,MSA,Willem Pessler,Delayed,Thursday,2026-03-13 13:50:47,15,47,84,14,25,20,2022,9,13,Muskrat Dam Airport - MSA,1,0
EwxV61,Langsdon,Lowne,Male,64,Thailand,Sissano Airport,PG,Papua New Guinea,OC,Oceania,2022-12-22,SIZ,Price Triplet,On Time,Saturday,2026-03-13 09:06:45,69,109,38,39,55,50,2022,12,9,Sissano Airport - SIZ,0,0
lUubeP,Randee,Hutchin,Female,23,Indonesia,Sri Guru Ram Dass Jee International Airport,IN,India,AS,Asia,2022-12-15,ATQ,Tyson Castro,Cancelled,Saturday,2026-03-13 18:36:48,26,72,71,72,95,88,2022,12,18,Sri Guru Ram Dass Jee International Airport - ATQ,0,1
0E9geT,Ludovika,Oultram,Female,71,United States,Osmany International Airport,BD,Bangladesh,AS,Asia,2022-09-12,ZYL,Devonne Briant,Delayed,Saturday,2026-03-13 00:28:31,53,115,32,18,40,35,2022,9,0,Osmany International Airport - ZYL,1,0
vcbujP,Wat,Giorgio,Male,11,Argentina,Moree Airport,AU,Australia,OC,Oceania,2022-04-17,MRZ,Aloisia Cruz,On Time,Saturday,2026-03-13 14:05:00,98,144,23,6,12,10,2022,4,14,Moree Airport - MRZ,0,0
HBY83g,Henry,Diable,Male,20,Georgia,Yotvata Airfield,IL,Israel,AS,Asia,2022-05-22,YOT,Dorothy Bilyard,On Time,Saturday,2026-03-13 22:57:42,32,76,89,55,70,64,2022,5,22,Yotvata Airfield - YOT,0,0
sX3XZb,Eric,Goretti,Male,4,France,Taisha Airport,EC,Ecuador,SAM,South America,2022-12-21,TSC,Fernandina Harty,On Time,Sunday,2026-03-13 18:37:09,7,24,13,28,48,44,2022,12,18,Taisha Airport - TSC,0,0
9NsGzr,Tome,Bohills,Male,6,Colombia,Reims-Champagne (BA 112) Air Base,FR,France,EU,Europe,2022-05-13,RHE,Humfried Elvin,On Time,Sunday,2026-03-13 13:32:07,60,103,65,41,63,58,2022,5,13,Reims-Champagne (BA 112) Air Base - RHE,0,0
tT1nLS,Garrik,Ricoald,Male,76,Poland,Aswan International Airport,EG,Egypt,AF,Africa,2022-12-27,ASW,Nico Smythin,Delayed,Sunday,2026-03-13 12:37:38,85,130,49,3,7,5,2022,12,12,Aswan International Airport - ASW,1,0
awFWBf,Ardyce,Calendar,Female,10,Russia,Gage Airport,US,United States,NAM,North America,2022-12-06,GAG,Itch Macci,Delayed,Monday,2026-03-13 09:29:16,38,86,78,60,82,79,2022,12,9,Gage Airport - GAG,1,0
UeMbFT,Judie,Street,Female,52,Canada,Tikchik Lodge Seaplane Base,US,United States,NAM,North America,2022-09-19,KTH,Ralf Grzegorecki,On Time,Monday,2026-03-13 04:57:33,18,50,97,21,37,33,2022,9,4,Tikchik Lodge Seaplane Base - KTH,0,0
SSXbxi,Marysa,Lynch,Female,28,Philippines,Brest Airport,BY,Belarus,EU,Europe,2022-03-02,BQT,Cornie Holyard,Delayed,Tuesday,2026-03-13 23:07:27,74,119,43,47,69,65,2022,3,23,Brest Airport - BQT,1,0
3rtWHb,Matthias,Overill,Male,53,Indonesia,San Miguel Airport,PA,Panama,NAM,North America,2022-03-24,NMG,Keefer Clew,Cancelled,Tuesday,2026-03-13 13:30:49,30,68,75,10,22,18,2022,3,13,San Miguel Airport - NMG,0,1
q2zKkk,Rey,Ginn,Female,59,Russia,Ponta do Ouro Airport,MZ,Mozambique,AF,Africa,2022-08-25,PDD,Bekki Lunney,Cancelled,Thursday,2026-03-13 10:54:51,95,138,22,83,104,98,2022,8,10,Ponta do Ouro Airport - PDD,0,1
fJP8wW,Claresta,Hensmans,Female,3,United States,Perryville Airport,US,United States,NAM,North America,2022-04-14,KPV,Avram Kroon,On Time,Sunday,2026-03-13 20:20:05,45,93,66,26,44,40,2022,4,20,Perryville Airport - KPV,0,0
inCyXC,Chrissie,Rathke,Male,17,Iran,Marmul Airport,OM,Oman,AS,Asia,2022-11-02,OMM,Babara Worsnop,Delayed,Sunday,2026-03-13 20:32:09,12,35,16,36,58,54,2022,11,20,Marmul Airport - OMM,1,0
8XFXET,Welsh,Joinson,Male,24,Portugal,Magnitogorsk International Airport,RU,Russian Federation,EU,Europe,2022-07-14,MQF,Twyla Jerrim,On Time,Tuesday,2026-03-13 05:26:32,71,117,51,15,28,24,2022,7,5,Magnitogorsk International Airport - MQF,0,0
QyNwAl,Tudor,Sawforde,Male,59,Brazil,Turkmenabat Airport,TM,Turkmenistan,AS,Asia,2022-04-28,CRZ,Jenni Vallance,On Time,Tuesday,2026-03-13 12:19:45,99,146,24,69,90,86,2022,4,12,Turkmenabat Airport - CRZ,0,0
byv836,Theodore,Stratton,Male,32,Serbia,Holy Cross Airport,US,United States,NAM,North America,2022-10-30,HCR,Loralyn Obell,On Time,Tuesday,2026-03-13 04:44:12,43,89,74,31,52,49,2022,10,4,Holy Cross Airport - HCR,0,0
RaAfco,Faun,Dodshon,Female,45,Indonesia,Deauville-Saint-Gatien Airport,FR,France,EU,Europe,2022-07-29,DOL,Ursola Rowlett,Cancelled,Tuesday,2026-03-13 09:38:48,23,59,92,52,73,70,2022,7,9,Deauville-Saint-Gatien Airport - DOL,0,1
cjvyqP,Clio,Mergue,Female,65,Spain,Allen C Perkinson Blackstone Army Air Field,US,United States,NAM,North America,2022-09-06,BKT,Tucker Maile,Delayed,Thursday,2026-03-13 01:11:57,56,112,34,7,14,11,2022,9,1,Allen C Perkinson Blackstone Army Air Field - BKT,1,0
S6flsI,Eachelle,Eglese,Female,17,Guatemala,Campo Fontenelle Airport,BR,Brazil,SAM,South America,2022-10-18,QPS,Adams Kierans,Cancelled,Friday,2026-03-13 08:14:26,82,124,63,95,120,115,2022,10,8,Campo Fontenelle Airport - QPS,0,1
tewM6s,Melvyn,Broxup,Male,86,China,Show Low Regional Airport,US,United States,NAM,North America,2022-12-17,SOW,Storm Farrell,Cancelled,Friday,2026-03-13 20:52:45,14,41,85,17,33,29,2022,12,20,Show Low Regional Airport - SOW,0,1
Y24DAB,Carin,Selwood,Female,85,Czech Republic,Kuito Airport,AO,Angola,AF,Africa,2022-11-13,SVP,Giorgi Powlett,Cancelled,Tuesday,2026-03-13 21:25:59,67,106,29,63,85,80,2022,11,21,Kuito Airport - SVP,0,1
7jgOGW,Isa,Anthill,Female,84,Portugal,Juneau International Airport,US,United States,NAM,North America,2022-11-14,JNU,Janella Roebuck,Cancelled,Tuesday,2026-03-13 18:46:00,48,98,58,24,42,39,2022,11,18,Juneau International Airport - JNU,0,1
ZxCORF,Kat,Francescone,Female,8,Philippines,Glacier Creek Airport,US,United States,NAM,North America,2022-10-17,KGZ,Tiebold Bolesma,On Time,Friday,2026-03-13 10:50:54,5,27,10,44,66,60,2022,10,10,Glacier Creek Airport - KGZ,0,0
E73qYY,Bertie,Gitthouse,Female,27,Poland,Minot International Airport,US,United States,NAM,North America,2022-04-01,MOT,Henriette Hawley,Cancelled,Saturday,2026-03-13 10:12:05,79,123,69,11,21,17,2022,4,10,Minot International Airport - MOT,0,1
